,sha1sum,hopper1_kvm_patched_conf1,hopper1_kvm_patched_conf2,hopper2_vmware_conf3,hopper4_vmware_conf2,hopper5_vmware_conf2_vmtools,hopper6_kvm_legacy_conf1,hopper6_kvm_legacy_conf2,hopper3_vbox_conf1,hopper3_vbox_conf2,hopper8_vbox_conf1_guestadditions,hopper8_vbox_conf2_guestadditions,hopper7_qemu_legacy_conf1,hopper7_qemu_legacy_conf2
495,ae4240d8c8f61cc5699aede20b0be979452d099b,1,1,1,0,0,0,0,1,1,1,1,1,1
497,3a6178c489f724913171c723b823bbf494e25474,0,0,0,0,0,0,0,0,0,0,0,0,0
499,6a7b2a590213d9fc075ea53f9e48f87dba85781e,1,1,1,0,0,0,0,1,1,1,1,1,1
501,6a60466935e58e18dbd80f42cee4d9455a4a4de3,1,1,1,1,1,1,1,1,1,1,1,1,1
503,0eb9892de2c0290a0112c1d7849a0f727839dadf,1,1,1,1,1,1,1,1,1,1,1,1,1
505,6734871193a889552253d32273417838ff60ad5f,0,0,0,0,0,0,0,1,1,1,1,0,0
507,d824dfd181ca776adc19b768e3173b8ec32db9f0,1,1,1,1,1,1,1,1,1,1,1,1,1
509,72c2d3a542e06a637ac970a34bc3daa20d581ec5,1,1,1,1,1,1,1,1,1,1,1,1,1
511,93deb2a36fc5e94c2a55fcabcb00f8a53ef4c253,0,0,0,0,0,0,0,1,0,0,0,0,0
513,214d4f8be6805aeb4fa3eda6bb8c7fa7b45966dd,1,1,1,0,0,0,0,1,1,1,1,1,1
515,d5d5ba2f756d2cd6e6dc1629585ba088d7d4db5b,1,1,1,1,1,1,1,1,1,1,1,1,1
517,5b917467a3a30d8520dcef6247bf3bf92f71a9f9,1,1,1,0,0,0,0,1,1,1,1,1,1
519,0ef925196abf8a02dc109f272b17babdc1e8cfd0,1,1,1,1,1,1,1,1,1,1,1,1,1
521,dec8933ddcb712afd88549beeee9f4fa9374ca2f,1,1,1,1,1,1,1,1,1,1,1,1,1
523,94cb905735b2ce27f538dd1e504af45184168d95,1,1,1,1,1,1,1,1,1,1,1,1,1
525,4ae5ebad545599e570c6816b9d8be82d03f55b49,1,1,1,0,0,0,0,1,1,1,1,1,1
527,4ed4d36dc3554dde9462b18a93574a63d0c8ca35,1,1,1,1,1,1,1,1,1,1,1,1,1
529,09fe6350ee7da2c0ac0551d8fa9c3a20b77f91e9,1,1,1,0,0,0,0,1,1,1,1,1,1
531,b77a0f75529a7e96b4a5ebf13f907829ec59c481,0,0,0,0,0,0,0,1,0,0,0,0,0
533,1cfba36c15dbbc96d156f83ea9efc5780af4943a,0,0,0,0,0,0,0,1,0,0,0,0,0
535,fdbf146e96da9d0b5d9154507f5a9fde2a5daab7,1,1,1,1,1,1,1,1,1,1,1,1,1
537,c79e6e3f51c877eaff715e892bc4ed07822cc24c,0,0,0,0,0,0,0,1,0,0,0,0,0
539,de7b47dcb0dd3e01b26e3b4f2d3c094bc0e397f3,1,1,1,0,0,0,0,1,1,1,1,1,1
541,300165214752bafe991930f50dee67bd94893729,1,1,1,1,1,1,1,1,1,1,1,1,1
543,f03533fc66cf2968cad564916ebcd1e67891618c,1,1,1,1,1,1,1,1,1,1,1,1,1
545,a09305067f714af621e8e189b11c1158aec7b1ea,1,1,1,1,1,1,1,1,1,1,1,1,1
547,42855555375970d3368c97e1b9ede33134eaffd8,1,1,1,1,1,1,1,1,1,1,1,1,1
549,403cf19b59f9f8ba879382964dd9e86c33ca9c26,1,1,1,0,0,0,0,1,1,1,1,1,1
551,83daeb2064a45ae8c415e32f581df5080286c2b5,1,1,1,1,1,1,1,1,1,1,1,1,1
553,eda15ec56f796950699f5800b0655f3841b815d9,1,1,1,0,0,0,0,1,1,1,1,1,1
555,f6244459f4c4e31c0822cf5e096f4c8aa7654471,1,1,1,0,0,0,0,1,1,1,1,1,1
557,46ef567c548a46b24b04760ff7b0fde09f6e6220,1,1,1,0,0,0,0,1,1,1,1,1,1
559,a5a370391287b0a39c9d42af2601e8ba7e5fef18,1,1,1,1,1,1,1,1,1,1,1,1,1
561,436b92ed9911d1f0feb399d2dcd57793761c9ce7,1,1,1,0,0,0,0,1,1,1,1,1,1
563,1b5d671562ae18f1edec65447ed36ebef42233a9,1,1,1,0,0,0,0,1,1,1,1,1,1
565,365823fbc544b14f289adf6ee5fe391fa8f3ad52,1,1,1,0,0,0,0,1,1,1,1,1,1
567,339c629debf74b39c103473b4cca99add56dffaa,1,1,1,1,1,1,1,1,1,1,1,1,1
569,4842b0dd703938976ea922f594dcc09fa8e45652,1,1,1,0,0,0,0,1,1,1,1,1,1
571,f3f967e7f4d8ccdf3620da15c231a26036773f2a,1,1,1,1,1,1,1,1,1,1,1,1,1
573,cd7f1333229d8a358ae1b7b5e112ed393d6b9fbc,0,0,0,0,0,0,0,0,0,0,0,1,0
575,43c9011fd4588f777aa60d7511ca63c001ae5177,1,1,1,1,1,1,1,1,1,1,1,1,1
577,e9b81646583f1598a4bc1b89756a7c3162b6cd18,1,1,1,1,1,1,1,1,1,1,1,1,1
579,626a251758b195c389f58b069951bd747fbb2f32,1,1,1,0,0,0,0,1,1,1,1,1,1
581,8e1603b1dc2a0d707759a1b940cca36aaffe241a,0,0,0,0,0,0,0,0,0,0,0,1,0
583,e29a8d28180ee3a4dfc43e876ef3ffdd64d740d3,1,1,1,0,0,0,0,1,1,1,1,1,1
585,157213abcc1375abfa472e30f004c0af9c47a2eb,1,1,1,0,0,0,0,1,1,1,1,1,1
587,eb4e8f175985e05490362bcbbc5f82dc27088c75,0,0,0,0,0,0,0,1,0,0,0,0,0
589,575d9675fe79c8d34542a7f426a88e16421b9c52,0,0,0,0,0,0,0,0,0,0,0,0,0
591,3ecd8a97abd716352ba19e9e998804cc7a89be50,1,1,1,0,0,0,0,1,1,1,1,1,1
593,7c4956fc8f4ca7b275a50f9a394d2f9fb85a4393,1,1,1,0,0,0,0,1,1,1,1,1,1
595,69acb7cead7fb0030846b4112d1d9f305f7459ad,0,0,0,0,0,0,0,1,0,0,0,0,0
597,b93a5aee1da0d379e71480124af33d8b0a190afc,1,1,1,1,1,1,1,1,1,1,1,1,1
599,62b9b4b695df7aa16c7e706dd461576839601dac,1,1,1,1,1,1,1,1,1,1,1,1,1
601,fb3592f0e8496b4336867c7454bbe593c88ae772,0,0,0,0,0,0,0,1,1,1,1,0,0
603,67714a7ac7f64ef7b6d3f02c6f88b0e050ca3434,1,1,1,0,0,0,0,1,1,1,1,1,1
605,3c78b896b48b9df2d210b7d52d2031f52d11c8b9,1,1,1,0,0,0,0,1,1,1,1,1,1
607,d72d76862347258779fc11f201dd75fa9de161be,1,1,1,0,0,0,0,1,1,1,1,1,1
609,677392683c9a669f0575f154f02a90d783ea90a0,1,1,1,0,0,0,0,1,1,1,1,1,1
611,497ea3b1b54c776c7fbfbef41655c6dc2db57552,1,1,1,0,0,0,0,1,1,1,1,1,1
613,8440200e96b7a52b70615062973a5c6a87c7de28,1,1,1,0,0,0,0,1,1,1,1,1,1
615,2952b3976a1bc90a924ac10e6dd960943120fa0f,1,1,1,1,1,1,1,1,1,1,1,1,1
617,feecd153c61319c416b6fdeb9ca3adf0d6e05e8e,0,0,0,0,0,0,0,0,0,0,0,1,0
619,a29f77af364da55d88844e3a5c5dd14bce4f1778,1,1,1,1,1,1,1,1,1,1,1,1,1
621,115e5cef88b017b3e890fb6689e614e0c9037f8b,0,0,0,0,0,0,0,0,0,0,0,1,0
623,880684e9e466e1874f0316f8c5bb9ce154b7ca1b,1,1,1,1,1,1,1,1,1,1,1,1,1
625,fa6871d25c7b1f77aecc5998802930c90c953fe5,1,1,1,0,0,0,0,1,1,1,1,1,1
627,afab253264d7ff52205cb1b7a2b08ba7b3edca51,1,1,1,1,1,1,1,1,1,1,1,1,1
629,2994493eb45a097ce268039f715978d511ae3542,1,1,1,1,1,1,1,1,1,1,1,1,1
631,46193a4356899ddfca99b9fbe4c6f4ac4d16361f,1,1,1,0,0,0,0,0,0,0,0,1,1
633,a44e255e0bf5439137d28949b06d5bb2a1663fd9,0,0,0,0,0,0,0,0,0,0,0,0,0
635,4044869ad0d0aa22f8e910d175b602f905c30113,1,1,1,0,0,0,0,1,1,1,1,1,1
637,2e661d918450b086c979bc13af742956c5c2258d,0,0,0,0,0,0,0,0,0,0,0,1,0
639,90aed86755cdd42364ff27cf23f7b1e56683a5ba,1,1,1,0,0,0,0,1,1,1,1,1,1
641,ab7d5735f99d2a04ff8bc4e9ece20f3e5e0c5978,0,0,0,0,0,0,0,1,1,1,1,0,0
643,9c3620a974bab230d944a4a23e354adfb2fa56bb,1,1,1,1,1,1,1,1,1,1,1,1,1
645,a06fa6d013a2514be6eeafbed59a81b2a4c172d4,1,1,1,1,1,1,1,1,1,1,1,1,1
647,65da54f64cb57a5faaf0c4cba0d3d0911dd4123c,1,1,1,1,1,1,1,1,1,1,1,1,1
649,d12c2ff388c4625f9e5e9e88efd9871e685948e0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,05277c7d1adba72865bb596ea0044c7bf89f7d25,1,1,1,1,1,1,1,1,1,1,1,1,1
653,65f181a538faeb14085d9d541457d19634a51f84,1,1,1,1,1,1,1,1,1,1,1,1,1
655,09f57c75269d6248c216e94ec32487d71e81968b,1,1,1,0,0,0,0,1,1,1,1,1,1
657,590d4ce5bdef471affaf0afe6c3364dcf7fad6f5,0,0,0,0,0,0,0,1,0,0,0,0,0
659,67c05162ba0eac65c2f204c75fa588dd85313648,1,1,1,0,0,0,0,1,1,1,1,1,1
661,107f0e0867d229d9720a59c5f16dd90dfe4a3a19,1,1,1,0,0,0,0,1,1,1,1,1,1
663,6bcf927737b330b61f2fc15e64ff183ca468d0cb,1,1,1,0,0,0,0,1,1,1,1,1,1
665,3e591c749f5af15dc4d4f64042cd10eceacc6088,1,1,1,0,0,0,0,1,1,1,1,1,1
667,52bc03928603c835e3c0919e4d63c74ecce723d9,1,1,1,0,0,0,0,1,1,1,1,1,1
669,d27bb3e24448a1dcca4c74de3e58127efcf58400,1,1,1,0,0,0,0,1,1,1,1,1,1
671,935254cddf1014d2b77088b97cea8765d90ff2a9,1,1,1,0,0,0,0,1,1,1,1,1,1
673,74544cf1fbafbaa4a36efe7f6ab05cc569886ca7,1,1,1,0,0,0,0,1,1,1,1,1,1
675,a437faea0b0b2a1299cf38ed71fe4327fc95ffda,1,1,1,0,0,0,0,1,1,1,1,1,1
677,0db429a195c04e3df0dd89fa49d5c77c7a90c849,1,1,1,1,1,1,1,1,1,1,1,1,1
679,3bb6a66ee4eb7fec3c02b5415b084799361f502b,1,1,1,0,0,0,0,1,1,1,1,1,1
681,7cc8f6fa6aa415d042548e938e4a25c6252e3e21,0,0,0,0,0,0,0,1,0,0,0,0,0
683,5c5b42d0c69ce0968e8a7c90cd67cacd2ce8848e,1,1,1,1,1,1,1,1,1,1,1,1,1
685,c548f5b83cfcb28d9a8fb6a703cf5aca2f930d5f,1,1,1,0,0,0,0,1,1,1,1,1,1
687,0dda75b4ed8935ff113a50141367251b84484cee,1,1,1,1,1,1,1,1,1,1,1,1,1
689,da28bc347409130d314351b02abd6e8f08b5bfdb,0,0,0,0,0,0,0,1,0,0,0,0,0
691,90eec2469acf4f434f3640a06fa0cf5b05b17914,0,0,0,0,0,0,0,1,1,1,1,0,0
693,37b6584091acf2174edcaedaa15246065d9d4866,1,1,1,1,1,1,1,1,1,1,1,1,1
695,51fc0b68a3095768d25167fcbb5cf21873bcae51,1,1,1,1,1,1,1,1,1,1,1,1,1
697,77d3d2c537ec502371725207335b9314b52a908f,1,1,1,1,1,1,1,1,1,1,1,1,1
699,774ed6f61113484438365bac612ade3c52f28269,0,1,0,1,1,1,0,1,0,0,0,0,1
701,fa554d6f7678cffb83350c132552803eb8ac6a3f,0,0,0,0,0,0,0,0,0,0,0,1,0
703,025ccfbb5e448769acf8bca04061f0844b92db27,1,1,1,0,0,0,0,1,1,1,1,1,1
705,75f24f6bcb1d99ec1dc56d12aaffd23e2df7b781,0,1,0,1,1,1,0,1,0,0,0,0,1
707,30bf80827d3803bb2a6b1e3d348bcc349dc45049,1,1,1,1,1,1,1,1,1,1,1,1,1
709,c24eca2be38933f0b6c997a928bab02e8c222f26,1,1,1,1,1,1,1,1,1,1,1,1,1
711,2ef4dc45af97ec7b04e95a39be15e66d95b95401,1,1,1,1,1,1,1,1,1,1,1,1,1
713,7ca3d775796bc721f8632154d93cc5dacf27484a,1,1,1,0,0,0,0,1,1,1,1,1,1
715,8534169a6acaeef302f0dce8381fe0c75b9a883b,1,1,1,1,1,1,1,1,1,1,1,1,1
717,06c7c2d32df1a8c83d3734c12a4403993e368cb3,0,0,0,0,0,0,0,1,1,1,1,0,0
719,489a4d85b2379f06bf9dc81bf7edc813dabed5d6,1,1,1,1,1,1,1,1,1,1,1,1,1
721,41aa39f8738080477d77f5cf5b0e76d939905aa8,1,1,1,0,0,0,0,1,1,1,1,1,1
723,98a5c9aabcc8218798f841807c161c3749764327,1,1,1,1,1,1,1,1,1,1,1,1,1
725,e7f3d91f61b63f7a8a759b18c22d9112397dc188,1,1,1,0,0,0,0,1,1,1,1,1,1
727,f81bff6be80b7706427c6bb1d563dab958191e03,1,1,1,1,1,1,1,1,1,1,1,1,1
729,0ecaa45dd0218de925b983186cf7a3a0df2b8b6a,1,1,1,1,1,1,1,1,1,1,1,1,1
731,a7f44c45d9f26fc14c2d5714165a960e2696e866,0,0,0,0,0,0,0,0,0,0,0,1,0
733,4d6f2c7b7caf9d2e629877ced0c1359442fe1cc7,1,1,1,1,1,1,1,1,1,1,1,1,1
735,0542ccf25bd6665462f0568a58808ddf4bc5a239,1,1,1,1,1,1,1,1,1,1,1,1,1
737,0cae4e680083a6064dabb4912e581470981341d0,1,1,1,1,1,1,1,1,1,1,1,1,1
739,3567b6be24559ba2735e7c7585b14f8c42594bee,1,1,1,0,0,0,0,1,1,1,1,1,1
741,89fed3210e488a69dd36d7f968f699d881dbdd05,0,0,0,0,0,0,0,0,0,0,0,1,0
743,466914158faa8f4fdcc5e8aba1db919f911c73e4,0,0,0,0,0,0,0,0,0,0,0,1,0
745,3721c088534f99d21f82924794802e90948c5b11,0,0,0,0,0,0,0,0,0,0,0,1,0
747,211f69b2c5aa1d6292d72912d04104c01728163e,1,1,1,1,1,1,1,1,1,1,1,1,1
749,1fb0f9450572d976129fe502969c1c162f85fcb3,1,1,1,0,0,0,0,1,1,0,1,1,1
751,ae8b0bda66e27a944281265df6f169b097ef18dc,1,1,1,1,1,1,1,1,1,1,1,1,1
753,aed5af5725cafc7fbb16f9c304e9cbd2c10ec695,1,1,1,1,1,1,1,1,1,1,1,1,1
755,84e1c978173b1c8086bc60ad409e3da2a2621b27,0,0,0,0,0,0,0,0,0,0,0,1,0
757,0265bc7456873fa47aea06e1ce0157db2f1964d1,0,0,0,0,0,0,0,0,0,0,0,1,0
759,9bb468894c1b234aa49ab66ab7e0e098a6ef3412,1,1,1,1,1,1,1,1,1,1,1,1,1
761,7c8af104af8b55754cb87a593a6a385eaed7d3e6,1,1,1,1,1,1,1,1,1,1,1,1,1
763,112b0ef449819b3236ae46e94af68384b1ebbaa3,1,1,1,1,1,1,1,1,1,1,1,1,1
765,bd5cc3dd3caeade4ff3dc9696767833bb9b17e79,1,1,1,1,1,1,1,1,1,1,1,1,1
767,0ee0b7a584ad3af8e9cd9a5cb4463d960157d6f3,1,1,1,0,0,0,0,1,1,1,1,1,1
769,3c02b5f01837942610bae0a61f2ad024b4c8b057,1,1,1,1,1,1,1,1,1,1,1,1,1
771,a3604da4fc2443e112e9cb6336fc0a0ea5970f16,1,1,1,0,0,0,0,1,1,1,1,1,1
773,d4f97636060c28c8c27184ed63dc66298f5e4a11,1,1,1,0,0,0,0,1,1,1,1,1,1
775,1174463082a279b2e5580e02d057cab9ecf981bf,0,0,0,0,0,0,0,1,1,1,1,0,0
777,5051779590232e778cae5ed35bf47d182329d10a,0,0,0,0,0,0,0,0,0,0,0,1,0
779,35fb46f42e64b07eebab72251d07d6a2b5e0f999,1,1,1,0,0,0,0,1,1,1,1,1,1
781,f20f62b2fd92e8678c64a884db95320bd04b7ce1,0,0,0,0,0,0,0,1,0,0,0,0,0
783,dabe8af145857f3c34dc8c49946ce062fed27d12,1,1,1,0,0,0,0,1,1,1,1,1,1
785,6509a7e1637db6388a30a5da92c1bcd9658eda62,1,1,1,1,1,1,1,1,1,1,1,1,1
787,5b35f47fff626c1d9d54613a6d9606b228446932,0,0,0,0,0,0,0,0,0,0,0,1,0
789,4696c7595f4fdeb9633ced1fc344277fda48eca8,0,0,0,0,0,0,0,0,0,0,0,1,0
791,ae325392c17a7363b93df4b14deeb32a1008dd5a,0,0,0,0,0,0,0,0,0,0,0,0,0
793,350f575f9dc04117fdc01a4d77ae7df7c8833993,1,1,1,1,1,1,1,1,1,1,1,1,1
795,978c72ec2add420d4910a91c5045052f3a86f09b,0,0,0,0,0,0,0,1,0,0,0,0,0
797,0d3c5e38ff6e68f711cd33cfb15e962dc4f9cd18,1,1,1,0,0,0,0,1,1,1,1,1,1
799,8f538479debb13118c154c739bf7f55d46d1ab1c,1,1,1,0,0,0,0,1,1,1,1,1,1
801,49b1c09f991f88cd4d904cfa279e2fc9d04d7e93,1,1,1,0,0,0,0,1,1,1,1,1,1
803,d824a2185d9fbace012eec86be842e2b8672b6bf,0,0,0,0,0,0,0,0,0,0,0,1,0
805,f49bea1794926124a4bcdb479c4560a550c93876,1,1,1,1,1,1,1,1,1,1,1,1,1
807,399ec1e69c8a46de30947f181a047f6e8773e26a,1,1,1,0,0,0,0,1,1,1,1,1,1
809,2dfb527c8463bba54b39ecf56ed00deeffd6eb41,1,1,1,1,1,1,1,1,1,1,1,1,1
811,bf34923cbeb87d8cf9c0f55d69b9269036c32747,1,1,1,1,1,1,1,1,1,1,1,1,1
813,ad533b9c2461e1ce983abfae78ac1725afcb1f3d,1,1,1,1,1,1,1,1,1,1,1,1,1
815,ed90e321888efd21ffb5cce15dcb616dedc39528,1,1,1,1,1,1,1,1,1,1,1,1,1
817,569b3b5f27a3987385d0addafd0280677a7fd434,1,1,1,1,1,1,1,1,1,1,1,1,1
819,f90e3edadf99528058a24f17f79be165e62a4942,1,1,1,1,1,1,1,1,1,1,1,1,1
821,d27b7a8fa012340f0a8574b1dc2f6f2deb132d48,1,1,1,1,1,1,1,1,1,1,1,1,1
823,07864457b56f7ea1a419f9c2ffcb9af12dcc60a5,1,1,1,0,0,0,0,1,1,1,1,1,1
825,fdfe751190695826b73fd75e3236aa014a67636d,1,1,1,1,1,1,1,1,1,1,1,1,1
827,6ea48b5ac8ffb3aa2ddec16fa34a0f85c0175658,1,1,1,1,1,1,1,1,1,1,1,1,1
829,aed30f01ebaa50326e2a38bb80ac0d94e1920052,1,1,1,1,1,1,1,1,1,1,1,1,1
831,cf880030fb3890b0bb8d9c51d6fd42c22e47cbc6,1,1,1,1,1,1,1,1,1,1,1,1,1
833,b1b0b6cc9acc13431105e3fd200ccf8abb8241b8,0,1,0,1,1,1,0,1,0,0,0,0,1
835,87fc7605044677c03955b34311093f7efd8a030b,1,1,1,0,0,0,0,1,1,1,1,1,1
837,09a977293ac90b2eb8d740d974cfb52940b93698,1,1,1,0,0,0,0,1,1,1,1,1,1
839,86c5d645e857159a24a05ba835deb338ca436149,0,0,0,0,0,0,0,0,0,0,0,1,0
841,d37fe14a63211ed345d630eade9d846426784091,1,1,1,0,0,0,0,1,1,1,1,1,1
843,dae3eaac6fe18fde140fbb6bd1264e4edb062daf,1,1,1,0,0,0,0,1,1,1,1,1,1
845,d7056502505b5917f8c20893f34699cb9247c05c,1,1,1,0,0,0,0,1,1,1,1,1,1
847,a9f00ec562d4fbae6e22d48db60a6cee3ca48c6a,1,1,1,0,0,0,0,1,1,1,1,1,1
849,e11bdfca75291a5538d69ffc6e2483255b021b12,1,1,1,0,0,0,0,1,1,1,1,1,1
851,6beeca52b30a6c2be725fa207a689691c6c9d131,1,1,1,1,1,1,1,1,1,1,1,1,1
855,98a4c7c97ee3a3313d49d100348e1b82742f127b,1,1,1,0,0,0,0,1,1,1,1,1,1
857,95d9104ead80443ebfaa41072ff4f54cc97d9c65,1,1,1,0,0,0,0,1,1,1,1,1,1
859,6958b3b1a920eb3453d295f49cebdd8d97fa3ad9,0,0,0,0,0,0,0,0,0,0,0,1,0
861,7041031b2bfc374018fcb40214bdfb66ba3459ce,1,1,1,1,1,1,1,1,1,1,1,1,1
863,dc664333b1c0381c230c76997b55fba540dfc364,1,1,1,1,1,1,1,0,0,0,0,1,1
865,51e44a99c2d688db8a4cc5896b332e8a3fff5284,0,0,0,0,0,0,0,0,0,0,0,1,0
867,a1caf4d1645c15c7b3c3cc68942703a94d079877,0,0,0,0,0,0,0,1,1,1,1,0,0
869,0b7ed8602f52fa9617bc26d986671a98bd107b07,1,1,1,1,1,1,1,1,1,1,1,1,1
871,7de9e99e7b5fd75994ddd176a170e4cb854045c7,1,1,1,1,1,1,1,1,1,1,1,1,1
873,4317c5a1bcc9e256fd9757c03979fba4ebeb4589,1,1,1,0,0,0,0,1,1,0,1,1,1
875,102b245c5c3bedff32374778f165c9ff6e7d2fa5,1,1,1,1,1,1,1,1,1,1,1,1,1
877,307785c26425076bc409d19bcf51393864477ce4,0,0,0,0,0,0,0,1,1,1,1,0,0
879,2061d19f9bfcafecd4377aa799b58958e5e888ba,0,0,0,0,0,0,0,0,0,0,0,0,0
881,817e909c21b1b747e39e7b1b459d53e48568ed04,0,0,0,0,0,0,0,1,0,0,0,0,0
883,634bf23716a6b9d6333a0f38312bc285f192cf5b,1,1,1,1,1,1,1,1,1,1,1,1,1
885,227f0acb12ab2638b0c1d114b12e411c536602da,0,0,0,0,0,0,0,0,0,0,0,1,0
887,db71a53ff8fddf448c27853ee6ccb65a5add3704,1,1,1,1,1,1,1,1,1,1,1,1,1
889,e85c3fd37b47af3890d89202c1ff1f1966d96d39,0,0,0,0,0,0,0,0,0,0,0,1,0
891,7db50f737dc84c5ec54afb8997191855c1fc23fd,0,0,0,0,0,0,0,0,0,0,0,1,0
893,abb5ff911a58b1736f84eddb76af7fd0db454170,1,1,1,1,1,1,1,1,1,1,1,1,1
895,20cd5992f75dc303f959fa74f3463245da3bca2b,1,1,1,1,1,1,1,1,1,1,1,1,1
897,742ad112f065e6a6599b082037c9c5cdd2344bdd,0,0,0,0,0,0,0,1,0,0,0,0,0
899,0397b938bacf793693564c78de798bb071f701c3,1,1,1,0,0,0,0,1,1,1,1,1,1
901,b535fba3baf5cf76ef4b013494ecf011e812a4d8,1,1,1,1,1,1,1,1,1,1,1,1,1
903,9f1f49126f235718fdeda8e7aaba80d129fb4b25,0,0,0,0,0,0,0,0,0,0,0,1,0
905,6b0af24584b80c4f78a4e1365dbea8cc457c91e6,0,0,0,0,0,0,0,0,0,0,0,0,0
907,1ae1db74a79a66ce4689f8e72abf85db10198c48,1,1,1,0,0,0,0,1,1,0,1,1,1
909,11a8ed332c6a4cf0676672bf8ef489698f23a5dd,1,1,1,0,0,0,0,1,1,1,1,1,1
911,6d9da90e3ed475621228ae56c8fc6d05be9609cc,1,1,1,0,0,0,0,1,1,1,1,1,1
913,ca20186bb9ab603b520d5df2014b69294e800a0d,1,1,1,0,0,0,0,1,1,1,1,1,1
915,8a411d6556ab28c123a64b313a9917f321cfe123,1,1,1,0,0,0,0,1,1,1,1,1,1
919,0901f62a51a23741042b3416f1436787f51baedb,1,1,1,1,1,1,1,1,1,1,1,1,1
921,9f0ea77f3cf10257648f1b21507bd14a96bb592d,1,1,1,1,1,1,1,1,1,1,1,1,1
923,63a185d5023665afb09546db2672975d8f186691,1,1,1,1,1,1,1,1,1,1,1,1,1
925,da62f44c3470da1abfc0fd9e81ebd9b40c03f05d,1,1,1,0,0,0,0,1,1,1,1,1,1
927,1c247b74e49d10778b0d34a04d375a5738315743,1,1,1,1,1,1,1,1,1,1,1,1,1
929,362790825da334aaf5981413c2731ce69701b132,1,1,1,0,0,0,0,1,1,1,1,1,1
931,3d2f0203b3e66a77863ecaeef31ae24aa59a16f6,1,1,1,0,0,0,0,1,1,1,1,1,1
933,a3a3111ad0a6ee669832ccfd49c5d5784b291bbd,0,0,0,0,0,0,0,0,0,0,0,0,0
935,70bf4364fc05434266128c7ec922069fadf775e8,0,0,0,0,0,0,0,1,1,1,1,0,0
937,8528f14a2ba71c7c03eb713547b6f721df2f2c9f,1,1,1,1,1,1,1,1,1,1,1,1,1
939,fe548776e7820dc1852e85aa937c578cecb8cacb,0,0,0,0,0,0,0,0,0,0,0,1,0
941,f4608357988819b1d06da14c0a8deb2708cba539,1,1,1,0,0,0,0,1,1,1,1,1,1
943,16c975ef872928be85cb7fdcee4f7e1e21f51182,1,1,1,0,0,0,0,1,1,1,1,1,1
945,e73475813c0f8068c8af1dfecb4c60b533c4d207,1,1,1,1,1,1,1,0,0,0,0,1,1
947,2bf5a07114e32eca9ebd6f7569c4b09ae2d1c039,0,0,0,0,0,0,0,1,1,1,1,0,0
949,46550f9e0d6b4cc5e621896f5beff04271726b6a,1,1,1,1,1,1,1,1,1,1,1,1,1
951,e3de97b5765d376981434d074176252ec3ca66cf,1,1,1,1,1,1,1,1,1,1,1,1,1
953,05626a4743e030e6c500fa4cd0c965966ae00159,1,1,1,1,1,1,1,1,1,1,1,1,1
955,ed407af48dd1790db217de023b883e8d8831218a,1,1,1,1,1,1,1,1,1,1,1,1,1
957,1ed4da8fcb1ad6f8cbd13e06bf381755ccc9dace,1,1,1,1,1,1,1,1,1,1,1,1,1
959,a4e3f352e3cb102bd8c475d2817148a92ba2feee,0,0,0,0,0,0,0,1,1,1,1,0,0
961,b910011937a1c261f35a5eb7230359556eaeb2e1,1,1,1,1,1,1,1,1,1,1,1,1,1
963,beaab37b263be4982ef6421b48b7804811c45ccb,1,1,1,0,0,0,0,1,1,1,1,1,1
965,584bd7a1c3f16b294f3ae3dfc72ce76d66922603,1,1,1,1,1,1,1,1,1,1,1,1,1
967,402112c943cc359f5ec5df712f4c0c115031e93a,1,1,1,0,0,0,0,1,1,1,1,1,1
969,52b915ef44c0da42e04fee8c2e151d3e247b16db,1,1,1,1,1,1,1,1,1,1,1,1,1
971,4e9612587b850616adec1251939f9a63df023f55,1,1,1,0,0,0,0,1,1,1,1,1,1
973,455d5625f1d78996ff58a5c4ae14d53ca6c39ac6,0,0,0,0,0,0,0,0,0,0,0,1,0
975,4a2f6e2e21094eefd2e70ec234e0ab8d3e400dbd,0,0,0,0,0,0,0,0,0,0,0,0,0
977,46896f3ef2c801fb8762ae5d350245e7d93133ba,1,1,1,1,1,1,1,1,1,1,1,1,1
979,d5b74277e267dbd395bb48d6866727f28d846c79,1,1,1,0,0,0,0,1,1,1,1,1,1
981,ba4ecb508f6a18aa4ff2b09c88b1b6fedf4d98f0,1,1,1,1,1,1,1,1,1,1,1,1,1
983,dd0a7bbc21a538d4a1f4a2273587b62bb165d5b3,1,1,1,0,0,0,0,1,1,1,1,1,1
985,d7334c266134bd66fd0bc0137c2bb5d3e5fd3b11,0,0,0,0,0,0,0,1,0,0,0,0,0
987,a21068510b0fe577a647208a1f772559d82aeb47,0,0,0,0,0,0,0,1,1,1,1,0,0
989,d06e722452d551b7b5b274532f73af9e15ee9e59,1,1,1,1,1,1,1,1,1,1,1,1,1
991,7cd609547eaf47c6be0d8333c462a667514529be,1,1,1,0,0,0,0,1,1,1,1,1,1
993,f52bb25dd5204798eecee87b8ed682f8bfe8cfa7,1,1,1,0,0,0,0,1,1,1,1,1,1
995,b5792c28e1c283f980297d3b17e47b25979faedb,0,0,0,0,0,0,0,1,0,0,0,0,0
997,732cc4819b8b6a39860fb4ac3a4c2b31b5345237,1,1,1,0,0,0,0,1,1,1,1,1,1
